	1N	1T	2T	3N	3T	4N	5N	5T
Spns3	0	0	0	0	0	0	0	0
Spo11	0	1	2	0	1	0	0	6
Spock1	0	0	0	0	0	0	0	0
Spock2	107	1028	400	81	381	28	117	454
Spock3	0	0	0	0	2	0	0	0
Spon1	14	43	56	2	22	4	18	42
Spon2	9	10	37	8	34	2	0	23
Spop	59	68	42	65	87	64	21	76
Spopl	4	7	4	4	8	2	8	7
Spp1	0	42	14	0	27	0	2	40
Spp2	0	0	0	0	0	0	0	0
Sppl2a	181	72	157	146	63	151	152	57
Sppl2b	14	10	18	9	30	17	21	23
Sppl2c	0	0	0	0	0	0	0	0
Sppl3	24	24	34	29	23	32	24	36
Spr	36	28	28	28	25	29	21	56
Spred1	14	28	12	8	26	14	22	31
Spred2	18	34	29	19	22	27	30	21
Spred3	8	0	4	6	0	0	2	2
Sprn	0	0	0	0	0	0	0	0
Sprr1a	6	2	16	8	4	18	8	14
Sprr1b	0	0	0	0	0	0	0	0
Sprr2a1	0	0	0	0	0	0	0	0
Sprr2a2	0	0	0	0	0	0	0	0
Sprr2a3	205	30	80	290	59	270	293	53
Sprr2b	0	2	0	0	3	0	2	10
Sprr2d	0	0	2	0	0	0	0	2
Sprr2e	0	0	0	0	0	0	0	0
Sprr2f	0	0	0	0	0	0	0	0
Sprr2g	0	0	0	0	0	0	0	0
Sprr2h	2	0	0	0	0	0	0	0
Sprr2i	0	0	0	0	0	0	0	0
Sprr2j-ps	0	0	0	0	0	0	0	0
Sprr2k	0	0	0	0	0	0	0	0
Sprr3	0	0	0	0	0	0	0	0
Sprr4	0	0	0	0	0	0	0	0
Sprtn	10	4	8	8	13	10	9	8
Spry1	4	6	6	8	16	8	2	9
Spry2	12	8	14	16	14	4	14	4
Spry3	0	0	0	0	0	0	0	0
Spry4	4	4	12	0	12	0	2	4
Spryd3	14	16	26	10	25	18	18	20
Spryd4	2	13	3	8	12	10	6	2
Spryd7	14	10	6	9	12	0	8	12
Spsb1	6	20	18	4	20	0	14	11
Spsb2	10	2	4	8	6	6	7	6
Spsb3	16	18	6	15	20	8	14	14
Spsb4	0	2	0	0	2	0	0	5
Spt1	0	0	0	0	0	0	0	0
Spta1	0	0	0	0	0	10	0	0
Sptan1	221	260	198	225	242	187	216	231
Sptb	6	14	12	6	6	0	4	5
Sptbn1	273	169	265	436	373	327	262	221
Sptbn2	15	57	21	2	63	0	20	49
Sptbn4	0	4	0	2	0	0	0	0
Sptlc1	20	24	18	18	26	18	21	30
Sptlc2	81	50	65	86	52	98	83	30
Sptlc3	0	0	0	0	0	0	0	0
Sptssa	18	29	33	14	35	18	20	42
Sptssb	35	0	42	46	0	27	6	0
Spty2d1	18	16	12	18	18	22	20	26
Spx	0	0	0	0	0	0	0	0
Spz1	0	0	0	0	0	0	0	0
Sqle	63	51	51	75	36	66	24	46
Sqrdl	131	31	75	163	32	164	152	47
Sqstm1	127	110	137	112	97	67	113	108
Sra1	15	18	24	17	11	28	17	12
Srbd1	12	14	14	4	6	8	12	10
Src	81	49	52	57	69	91	63	48
Srcap	86	123	84	70	118	81	72	105
Srcin1	0	0	0	0	0	0	0	0
Srd5a1	8	10	18	4	12	4	16	12
Srd5a2	0	2	4	7	2	11	1	0
Srd5a3	18	8	4	4	23	10	6	8
Srebf1	44	145	103	75	129	48	72	113
Srebf2	128	167	120	88	162	98	143	157
Srek1	17	28	14	20	50	29	10	32
Srek1ip1	12	12	10	14	4	8	10	6
Srf	20	36	20	24	30	28	18	31
Srfbp1	0	10	10	4	6	4	0	7
Srgap1	15	37	17	11	19	24	19	3
Srgap2	10	22	15	0	34	4	16	32
Srgap3	2	2	2	4	2	3	2	2
Srgn	0	14	16	8	24	0	8	13
Sri	112	81	114	129	39	147	128	41
Srl	2	0	0	0	14	10	2	10
Srm	8	16	25	22	18	0	10	19
Srms	0	0	0	4	0	0	0	0
Srp14	14	42	10	11	25	16	20	37
Srp19	5	18	15	12	23	10	4	10
Srp54a	0	0	1	0	8	2	0	4
Srp54b	0	0	0	0	0	0	0	0
Srp54c	0	0	0	0	0	0	0	0
Srp68	40	54	26	29	35	32	50	42
Srp72	39	37	42	32	64	44	42	60
Srp9	33	26	14	14	24	26	16	24
Srpk1	28	40	42	23	35	24	15	59
Srpk2	4	29	12	6	7	8	12	16
Srpk3	0	2	6	0	2	2	0	0
Srpr	80	67	86	76	49	56	64	78
Srprb	29	11	32	17	21	17	18	20
Srpx	0	0	0	3	0	0	0	0
Srpx2	2	15	16	8	6	2	2	9
Srr	8	5	0	10	1	12	6	1
Srrd	0	6	2	4	4	3	4	7
Srrm1	60	127	64	70	95	35	53	89
Srrm2	264	497	313	307	536	300	324	479
Srrm3	0	0	0	0	0	0	0	0
Srrm4	0	3	0	0	2	0	0	2
Srrm4os	0	0	0	0	0	0	0	0
Srrt	36	106	57	43	85	56	19	67
Srsf1	94	159	149	78	207	53	75	135
Srsf10	22	49	36	34	51	32	31	62
Srsf11	48	91	51	56	68	48	49	101
Srsf12	0	0	0	0	0	0	0	0
Srsf2	116	140	63	118	150	85	72	131
Srsf3	73	85	99	82	125	36	29	149
Srsf4	8	16	6	8	5	6	4	7
Srsf5	98	148	92	124	129	112	104	96
Srsf6	88	152	113	70	180	70	70	115
Srsf7	57	75	69	27	106	33	36	81
Srsf9	18	21	13	12	18	8	24	18
Srxn1	92	16	49	47	16	44	91	8
Sry	0	0	0	0	0	0	0	0
Ss18	36	37	38	23	39	31	28	53
Ss18l1	2	8	6	2	4	2	2	8
Ssb	31	69	45	59	64	27	17	69
Ssbp1	8	14	9	6	14	4	6	12
Ssbp2	2	6	0	0	0	0	0	4
Ssbp3	27	65	40	50	65	39	57	58
Ssbp4	16	24	18	22	10	18	25	38
Ssc4d	2	0	0	4	0	0	0	1
Ssc5d	2	5	8	0	4	0	0	6
Ssfa2	83	44	52	99	108	86	62	67
Ssh1	0	2	8	4	10	6	8	8
Ssh2	26	20	41	45	22	36	24	26
Ssh3	42	67	58	53	64	45	69	40
Ssmem1	0	0	0	0	0	0	0	0
Ssna1	11	12	18	15	10	12	14	18
Sspn	0	2	6	3	0	0	2	0
Sspo	8	0	4	6	4	4	14	5
Ssr1	82	94	95	51	72	58	78	104
Ssr2	61	66	72	37	63	45	51	60
Ssr3	106	95	108	63	112	74	80	133
Ssr4	42	40	47	38	16	41	38	20
Ssrp1	38	118	75	41	60	37	31	97
Sssca1	4	5	2	3	14	0	0	4
Sst	2	0	0	2	0	0	6	0
Sstr1	0	0	0	4	0	10	10	2
Sstr2	0	0	2	2	0	1	0	0
Sstr3	0	0	0	0	0	0	0	4
Sstr4	0	0	0	0	0	0	0	0
Sstr5	2	0	0	0	0	0	2	2
Ssty1	0	0	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0	0	0
Ssu2	0	0	4	0	0	0	0	0
Ssu72	26	28	29	25	37	24	24	23
Ssx2ip	24	20	32	19	10	38	42	20
Ssx9	0	0	0	0	0	0	0	0
Ssxb1	0	0	0	0	0	0	0	0
Ssxb10	0	0	0	0	0	0	0	0
Ssxb2	0	0	0	0	0	0	0	0
Ssxb3	0	0	0	0	0	0	0	0
Ssxb5	0	0	0	0	0	0	0	0
Ssxb6	0	0	0	0	0	0	0	0
Ssxb8	0	0	0	0	0	0	0	0
Ssxb9	0	0	0	0	0	0	0	0
St13	28	55	65	29	58	32	28	68
St14	165	159	233	217	160	288	228	178
St18	0	0	0	0	0	2	6	2
St3gal1	24	18	30	9	26	4	4	12
St3gal2	2	4	0	2	2	0	0	2
St3gal3	47	8	37	33	40	57	26	22
St3gal4	129	2	22	105	2	187	126	5
St3gal5	0	0	2	0	4	0	0	2
St3gal6	37	15	32	52	16	64	54	18
St5	24	30	14	16	35	29	28	33
St6gal1	32	4	13	50	10	31	35	6
St6gal2	0	0	0	0	0	0	0	0
St6galnac1	0	0	0	0	0	0	0	0
St6galnac2	22	45	30	38	43	14	16	28
St6galnac3	0	0	4	0	0	0	0	0
St6galnac4	14	4	14	27	7	24	14	9
St6galnac5	0	0	2	0	0	0	0	0
St6galnac6	348	48	174	346	28	383	338	45
St7	0	2	10	10	10	6	2	4
St7l	6	10	8	4	14	4	2	6
St8sia1	2	2	0	2	0	0	0	0
St8sia2	0	2	0	0	0	0	0	0
St8sia3	0	0	0	0	0	0	0	0
St8sia3os	0	0	0	0	0	0	0	0
St8sia4	0	0	6	0	0	0	2	2
St8sia5	0	0	0	0	0	2	6	0
St8sia6	0	0	2	0	8	2	0	1
Stab1	4	66	72	15	29	8	8	27
Stab2	0	0	2	0	0	0	2	0
Stac	0	6	0	0	6	0	0	6
Stac2	0	0	0	2	0	0	0	0
Stac3	0	0	0	2	0	0	1	0
Stag1	11	32	20	22	29	8	12	22
Stag2	41	53	38	56	72	58	44	50
Stag3	0	0	0	0	0	0	2	2
Stam	9	21	14	24	16	24	8	29
Stam2	26	24	39	20	20	46	36	14
Stambp	8	6	6	15	4	22	12	19
Stambpl1	12	6	8	10	2	6	3	4
Stamos	0	0	0	4	0	2	1	0
Stap1	0	0	4	2	0	0	0	0
Stap2	38	22	32	50	22	37	39	24
Star	2	8	2	1	0	0	4	0
Stard10	198	111	87	188	62	152	137	82
Stard13	16	14	11	20	18	15	14	14
Stard3	42	48	21	19	34	36	41	25
Stard3nl	12	5	12	7	20	14	10	24
Stard4	53	36	29	49	26	34	40	27
Stard5	40	7	14	11	4	25	9	2
Stard6	0	0	0	0	0	0	0	0
Stard7	37	47	31	24	27	31	43	33
Stard8	4	6	10	2	4	0	0	6
Stat1	31	38	140	45	77	26	49	14
Stat2	26	16	66	41	42	22	32	19
Stat3	88	142	135	72	143	60	102	118
Stat4	0	2	4	0	0	4	0	0
Stat5a	2	4	6	7	10	6	6	10
Stat5b	6	26	20	8	24	15	8	16
Stat6	35	55	43	36	57	35	45	38
Stau1	25	26	40	38	23	28	25	43
Stau2	10	2	8	2	4	2	2	1
Stbd1	0	0	0	0	0	0	0	6
Stc1	4	8	2	2	14	0	0	15
Stc2	8	0	0	13	0	6	12	4
Steap1	8	12	0	0	14	2	2	12
Steap2	10	48	10	6	31	8	6	29
Steap3	8	0	4	4	10	6	12	4
Steap4	20	28	29	19	27	14	42	30
Stfa1	0	0	0	0	0	0	0	0
Stfa2	0	0	0	0	0	0	0	0
Stfa2l1	0	0	0	0	0	0	2	0
Stfa3	0	0	0	0	0	0	0	0
Stil	1	2	10	8	12	2	6	10
Stim1	53	12	26	64	21	65	74	26
Stim2	16	26	34	8	16	16	24	15
Stip1	38	58	66	34	85	31	35	86
Stk-ps2	0	0	0	0	0	0	0	0
Stk10	29	8	7	17	4	18	5	4
Stk11	33	48	32	39	46	44	45	43
Stk11ip	19	14	5	12	28	14	20	9
Stk16	24	30	12	16	12	23	16	22
Stk17b	31	8	30	26	17	23	36	22
Stk19	16	24	6	18	8	12	8	6
Stk24	34	39	36	28	38	22	48	61
Stk25	179	52	115	162	55	209	152	55
Stk26	0	4	0	0	2	2	2	6
Stk3	12	6	8	10	20	2	0	20
Stk31	0	0	0	0	0	0	0	0
Stk32a	0	0	2	0	0	0	3	0
Stk32b	0	0	0	0	0	0	0	0
Stk32c	0	0	2	0	0	0	0	2
Stk33	0	2	0	0	0	0	0	0
Stk35	30	18	32	24	26	38	22	14
Stk36	1	2	2	0	0	0	2	2
Stk38	41	48	42	35	67	40	67	50
Stk38l	40	50	19	36	57	41	33	70
Stk39	10	22	11	9	11	12	9	14
Stk4	20	40	67	44	33	10	37	44
Stk40	35	15	40	23	11	44	31	17
Stkld1	0	1	0	0	2	0	0	0
Stmn1	24	90	44	17	78	19	47	80
Stmn1-rs1	0	0	0	0	0	0	0	0
Stmn2	2	0	0	0	0	2	0	0
Stmn3	2	0	0	0	0	0	0	0
Stmn4	0	0	0	0	0	0	0	0
Stmnd1	0	0	0	0	0	0	0	0
Stom	70	29	108	98	34	96	96	33
Stoml1	3	10	2	2	4	10	9	9
Stoml2	18	20	18	9	30	10	10	26
Stoml3	0	0	0	0	0	0	0	0
Ston1	2	2	2	4	3	10	13	14
Ston2	34	23	15	13	8	27	39	9
Stox1	0	0	0	0	0	0	2	0
Stox2	2	10	10	0	8	0	2	7
Stpg1	0	0	0	0	0	1	0	0
Stpg2	0	0	0	0	0	0	0	0
Stra13	15	20	11	18	11	11	10	7
Stra6	18	76	36	19	190	4	40	166
Stra6l	8	10	4	8	9	4	2	5
Stra8	0	0	0	0	0	0	0	0
Strada	2	16	4	6	3	2	4	2
Stradb	8	12	12	6	14	4	4	6
Strap	27	91	77	30	112	62	32	73
Strbp	45	24	37	27	45	39	52	27
Strc	1	0	2	1	0	0	2	4
Strip1	41	72	50	24	60	24	36	51
Strip2	2	0	0	2	0	6	6	0
Strn	8	22	16	12	8	16	32	12
Strn3	24	48	27	21	40	10	30	38
Strn4	17	46	53	56	31	43	45	58
Stt3a	72	83	78	90	75	81	68	84
Stt3b	67	72	95	81	121	121	89	109
Stub1	12	16	15	14	14	9	13	15
Stx11	2	4	9	0	8	2	4	15
Stx12	26	27	33	55	37	30	40	25
Stx16	38	41	38	26	41	33	14	37
Stx17	23	12	24	16	25	22	23	8
Stx18	5	4	2	8	6	12	6	16
Stx19	0	0	0	0	0	2	2	0
Stx1a	0	29	13	4	30	0	4	18
Stx1b	0	0	0	0	0	0	0	0
Stx2	0	0	4	0	2	2	0	10
Stx3	27	39	29	32	18	25	14	15
Stx4a	14	18	42	31	32	30	12	20
Stx5a	25	34	46	41	20	21	33	22
Stx6	11	20	36	14	11	17	11	27
Stx7	40	57	61	51	48	26	42	58
Stx8	4	6	2	10	10	12	0	14
Stxbp1	26	176	91	25	103	27	63	134
Stxbp2	53	41	56	33	57	52	52	36
Stxbp3	26	20	14	32	17	20	28	23
Stxbp3-ps	0	0	0	0	0	0	0	0
Stxbp4	2	4	6	0	9	0	0	2
Stxbp5	14	42	32	12	33	15	36	39
Stxbp5l	0	0	0	2	0	0	0	0
Stxbp6	7	4	10	20	6	12	8	6
Styk1	40	6	25	45	2	38	47	6
Styx	10	2	10	4	4	0	0	2
Styxl1	0	0	0	0	0	0	0	0
Sub1	16	32	34	21	29	24	20	26
Sucla2	24	28	13	26	30	28	12	43
Suclg1	56	59	36	74	33	98	90	42
Suclg2	86	17	65	53	37	64	73	45
Sucnr1	0	0	0	0	0	0	0	0
Suco	6	22	16	26	18	16	12	22
Suds3	48	39	41	50	40	55	43	44
Sufu	0	12	26	9	13	11	4	8
Sugct	0	0	0	0	0	0	0	0
Sugp1	9	17	20	16	20	12	12	19
Sugp2	8	16	23	12	18	6	8	26
Sugt1	24	33	10	23	18	22	8	7
Sulf1	2	16	46	12	12	6	4	35
Sulf2	22	60	70	20	40	12	24	67
Sult1a1	34	4	2	55	0	81	30	0
Sult1b1	47	2	14	45	2	66	75	10
Sult1c1	0	0	0	0	0	0	0	0
Sult1c2	6	4	0	10	0	8	2	0
Sult1d1	67	2	2	47	2	61	37	0
Sult1e1	0	0	0	0	0	0	0	0
Sult2a1	0	0	0	0	0	0	0	0
Sult2a2	0	0	0	0	0	0	0	0
Sult2a3	0	0	0	0	0	0	0	0
Sult2a4	0	0	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0	0	0
Sult2a7	0	0	0	0	0	0	0	0
Sult2a8	0	0	0	0	0	0	0	0
Sult2b1	8	14	8	4	11	20	11	0
Sult3a1	0	0	0	0	0	0	0	0
Sult4a1	2	2	0	0	0	0	0	0
Sult5a1	0	0	0	0	0	0	0	0
Sult6b1	0	0	0	0	2	0	0	0
Sumf1	9	15	18	14	3	8	6	14
Sumf2	8	2	7	0	12	0	0	8
Sumo1	22	23	28	35	18	14	23	26
Sumo2	11	18	20	10	32	16	23	34
Sumo3	25	38	40	28	39	36	24	57
Sun1	12	26	28	59	22	39	42	32
Sun2	17	59	24	26	23	16	45	35
Sun3	0	0	0	0	0	0	0	0
Sun5	0	0	0	0	0	0	0	0
Suox	18	4	8	7	0	8	12	8
Supt16	38	52	41	17	67	23	34	61
Supt20	8	18	13	11	29	13	28	15
Supt3	3	0	0	0	2	0	0	14
Supt4a	18	6	13	8	16	8	16	25
Supt5	42	65	44	40	66	57	69	59
Supt6	77	60	78	64	49	68	63	52
Supt7l	10	8	9	2	8	6	2	6
Supv3l1	9	12	8	2	12	18	0	6
Surf1	9	16	14	8	6	10	16	13
Surf2	5	4	12	2	13	2	5	4
Surf4	115	122	116	92	102	113	106	113
Surf6	16	22	24	9	10	21	18	10
Susd1	6	12	2	2	13	2	6	16
Susd2	2	10	2	2	2	0	0	4
Susd3	0	0	0	0	0	0	0	2
Susd4	0	0	0	0	0	0	0	0
Susd5	0	0	0	0	0	0	0	0
Susd6	51	39	52	66	96	58	90	51
Suv39h1	6	14	14	0	23	6	8	18
Suv39h2	0	4	3	0	8	2	2	5
Suv420h1	34	58	51	35	52	25	28	55
Suv420h2	24	29	29	30	31	36	20	21
Suz12	34	36	40	24	52	22	30	41
Sv2a	0	0	0	1	0	2	0	0
Sv2b	0	1	0	0	0	0	0	6
Sv2c	0	0	0	0	0	0	0	0
Sva	0	0	0	0	0	0	0	0
Sval1	138	44	46	215	28	133	213	17
Sval2	0	0	0	0	0	0	0	0
Sval3	0	0	1	0	0	0	0	0
Svep1	12	39	37	20	35	2	8	17
Svil	8	17	15	8	38	4	8	25
Svip	6	4	6	10	6	4	0	8
Svop	0	0	0	0	0	0	0	0
Svopl	5	2	16	0	2	0	2	2
Svs1	0	0	0	0	0	0	0	0
Svs2	0	0	0	0	0	0	0	0
Svs3a	0	0	0	0	0	0	0	0
Svs3b	0	0	0	0	0	0	0	0
Svs4	0	0	0	0	0	0	0	0
Svs5	0	0	0	0	0	0	0	0
Svs6	0	0	0	0	0	0	0	0
Swap70	6	20	6	16	17	11	12	25
Swi5	22	53	32	24	38	28	38	38
Swsap1	6	6	0	6	8	8	6	4
Swt1	8	10	12	3	8	7	6	3
Syap1	38	22	47	46	36	27	35	27
Sybu	4	0	0	2	0	2	2	0
Syce1	0	0	0	0	0	0	0	0
Syce1l	0	0	0	0	0	0	0	0
Syce2	0	0	8	2	2	0	4	1
Syce3	0	0	0	0	0	0	0	0
Sycn	60	0	0	94	0	113	89	1
Sycp1	0	0	0	0	0	0	0	0
Sycp1-ps1	0	0	0	0	0	0	0	0
Sycp2	0	0	0	0	0	0	0	0
Sycp3	0	0	0	0	0	0	0	1
Syde1	1	0	11	2	2	0	0	6
Syde2	4	2	4	0	4	2	4	4
Syf2	4	16	18	16	24	21	18	9
Syk	70	49	45	58	36	48	63	34
Sympk	33	110	61	48	88	48	55	70
Syn1	0	0	0	0	0	0	0	0
Syn2	0	2	0	0	2	4	4	0
Syn3	0	2	0	2	4	0	0	10
Syna	2	1	0	0	0	1	0	0
Synb	0	0	0	0	0	0	0	0
Sync	0	2	2	0	2	0	0	0
Syncrip	38	129	75	57	92	50	55	105
Syndig1	1	0	0	0	0	0	0	0
Syndig1l	0	0	0	0	0	0	0	0
Syne1	16	22	33	24	13	12	2	6
Syne2	53	46	41	76	54	78	64	56
Syne3	0	4	4	3	4	2	6	6
Syne4	0	6	0	0	3	5	4	10
Syngap1	0	2	9	0	2	0	0	4
Syngr1	6	16	4	0	16	0	2	16
Syngr2	86	82	71	79	65	86	80	56
Syngr3	0	0	0	0	0	0	0	0
Syngr4	0	0	0	0	1	0	0	0
Synj1	24	8	26	13	15	14	34	6
Synj2	22	45	45	39	35	21	60	28
Synj2bp	29	26	14	29	13	21	18	13
Synj2bp-cox16	0	0	0	0	0	0	0	0
Synm	0	4	6	2	0	6	0	0
Synpo	28	14	9	30	20	24	47	12
Synpo2	2	7	0	0	1	6	0	2
Synpo2l	0	0	0	0	0	0	0	0
Synpr	0	0	0	0	0	0	0	0
Synrg	18	36	26	40	27	35	30	17
Syp	2	0	0	2	0	0	0	2
Sypl	109	252	175	112	273	91	122	298
Sypl2	0	0	0	0	0	0	0	0
Sys1	24	6	11	14	16	16	24	30
Syt1	4	4	0	0	2	0	0	0
Syt10	0	0	0	0	0	0	0	0
Syt11	6	19	20	4	18	2	10	23
Syt12	0	14	5	2	10	4	2	6
Syt13	6	6	15	5	10	1	4	2
Syt14	0	0	0	2	0	0	0	0
Syt15	0	0	4	0	0	0	0	2
Syt16	0	0	12	1	0	2	0	0
Syt17	0	0	0	0	0	0	0	0
Syt2	2	0	0	3	0	0	0	0
Syt3	0	0	0	0	0	0	0	0
Syt4	0	0	0	0	0	0	0	0
Syt5	4	0	6	0	0	2	4	0
Syt6	2	0	0	0	2	0	6	0
Syt7	46	12	6	36	0	45	27	7
Syt8	6	7	24	4	0	0	6	6
Syt9	0	0	0	0	0	0	0	0
Sytl1	12	6	10	19	6	27	30	13
Sytl2	51	31	36	74	12	51	28	13
Sytl3	0	0	0	0	0	0	0	0
Sytl4	2	2	2	7	2	9	2	2
Sytl5	0	0	2	0	2	0	1	0
Syvn1	36	30	27	31	38	30	45	43
Szrd1	51	77	64	66	44	41	30	55
Szt2	44	39	28	25	47	26	37	36
T	0	23	12	2	34	2	0	9
T2	0	0	0	0	0	0	0	0
Taar1	0	0	0	0	0	0	0	0
Taar2	0	0	0	0	0	0	0	0
Taar3	0	0	0	0	0	0	0	0
Taar4	0	0	0	0	0	0	0	0
Taar5	0	0	0	0	0	0	0	0
Taar6	0	0	0	0	0	0	0	0
Taar7a	0	0	0	0	0	0	0	0
Taar7b	0	0	0	0	0	0	0	0
Taar7d	0	0	0	0	0	0	0	0
Taar7e	0	0	0	0	0	0	0	0
Taar7f	0	0	0	0	0	0	0	0
Taar8a	0	0	0	0	0	0	0	0
Taar8b	0	0	0	0	0	0	0	0
Taar8c	0	0	0	0	0	0	0	0
Taar9	0	0	0	0	0	0	0	0
Tab1	13	16	14	12	18	12	13	16
Tab2	43	48	46	38	51	36	52	60
Tab3	12	10	16	9	9	4	2	19
Tac1	0	2	2	7	4	2	2	0
Tac2	0	0	0	0	0	0	0	0
Tac4	0	0	0	0	0	0	0	0
Tacc1	9	14	20	6	14	0	0	20
Tacc2	52	46	32	31	34	44	29	39
Tacc3	12	20	12	6	30	11	10	28
Taco1	12	10	8	1	4	8	0	7
Tacr1	2	6	0	0	0	0	1	10
Tacr2	0	0	0	0	0	0	0	0
Tacr3	0	0	0	0	0	0	0	0
Tacstd2	7	70	12	2	57	0	0	20
Tada1	4	4	2	8	10	5	8	24
Tada2a	4	14	8	4	7	2	6	10
Tada2b	9	18	14	12	8	16	20	10
Tada3	14	8	19	16	10	2	16	12
Taf1	31	46	56	29	59	52	24	38
Taf10	26	35	35	30	31	25	21	22
Taf11	12	14	22	2	22	10	4	18
Taf12	17	4	1	6	6	8	9	10
Taf13	13	4	4	12	13	10	8	8
Taf15	31	50	37	36	69	34	34	62
Taf1a	2	3	2	5	8	2	7	4
Taf1b	0	2	4	0	10	2	2	4
Taf1c	10	4	13	9	5	0	8	13
Taf1d	19	33	16	13	27	6	5	14
Taf2	23	27	27	14	16	15	14	18
Taf3	9	6	4	1	6	6	2	14
Taf4a	38	22	20	19	30	17	33	22
Taf4b	0	0	2	0	4	0	0	6
Taf5	1	2	6	6	4	2	0	6
Taf5l	7	29	29	18	21	12	20	17
Taf6	28	29	22	19	30	7	18	20
Taf6l	0	0	2	0	4	2	0	2
Taf7	0	6	2	2	6	2	0	6
Taf7l	0	0	0	0	0	0	0	0
Taf8	14	16	8	8	9	6	6	9
Taf9	6	14	15	6	9	4	2	15
Taf9b	2	0	2	2	2	2	2	0
Tagap	2	2	0	6	4	0	2	0
Tagap1	9	15	12	6	24	12	15	15
Tagln	21	24	43	39	21	11	8	38
Tagln2	149	115	197	126	109	175	117	160
Tagln3	0	0	0	0	0	0	0	0
Tal1	2	0	0	0	0	0	4	4
Tal2	0	0	0	0	0	0	0	0
Taldo1	101	110	106	87	110	130	109	68
Tamm41	6	10	2	2	8	2	4	0
Tanc1	18	48	33	20	52	17	26	35
Tanc2	16	32	32	12	24	10	12	28
Tango2	7	8	12	6	4	9	14	12
Tango6	0	6	0	2	6	6	6	8
Tank	14	14	14	16	26	12	13	14
Taok1	49	76	64	37	47	46	59	59
Taok2	28	60	40	62	67	45	54	49
Taok3	37	58	47	40	54	30	34	26
Tap1	18	19	32	17	33	14	14	16
Tap2	15	18	34	27	23	21	19	25
Tapbp	128	86	121	107	111	91	123	52
Tapbpl	10	6	28	27	37	20	18	14
Tapt1	12	18	32	18	20	16	20	25
Tarbp2	22	18	9	8	14	4	10	12
Tardbp	93	176	98	121	180	84	84	152
Tarm1	0	0	0	0	2	0	0	0
Tars	50	53	51	28	25	36	26	45
Tars2	8	19	10	10	25	12	12	25
Tarsl2	4	6	2	2	6	0	2	2
Tas1r1	0	0	0	0	0	0	2	0
Tas1r2	0	0	0	0	0	0	0	0
Tas1r3	0	0	4	0	0	0	0	0
Tas2r102	0	0	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0	0	0
Tas2r108	0	0	0	0	0	0	0	0
Tas2r109	0	0	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0	0	0
Tas2r119	0	0	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0	0	0
Tas2r126	0	0	0	0	0	0	0	0
Tas2r129	0	0	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0	0	0
Tas2r136	0	0	0	0	0	0	0	0
Tas2r137	0	0	0	0	0	0	0	0
Tas2r138	0	0	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0	0	0
Tasp1	2	8	2	4	2	6	0	2
Tat	24	2	17	32	0	45	15	4
Tatdn1	7	6	4	2	1	2	2	2
Tatdn2	16	30	18	18	30	25	29	24
Tatdn3	0	0	2	0	3	4	3	0
Tax1bp1	173	106	136	210	121	209	184	96
Tax1bp3	23	26	27	18	19	25	22	26
Taz	27	11	25	36	21	19	28	38
Tbata	0	0	0	0	0	0	0	0
Tbc1d1	26	56	39	12	25	13	18	28
Tbc1d10a	2	10	8	19	18	8	2	12
Tbc1d10b	24	16	40	28	38	22	34	16
Tbc1d10c	4	2	6	7	0	2	6	4
Tbc1d12	8	16	8	8	10	2	4	4
Tbc1d13	55	27	45	46	36	37	41	39
Tbc1d14	14	40	28	33	15	29	37	19
Tbc1d15	26	19	28	35	24	26	30	26
Tbc1d16	14	45	11	4	33	6	9	34
Tbc1d17	6	8	15	10	14	4	10	19
Tbc1d19	2	2	8	2	2	4	2	2
Tbc1d2	33	11	22	21	7	24	38	11
Tbc1d20	16	26	26	17	16	28	21	35
Tbc1d21	0	0	0	0	0	0	0	0
Tbc1d22a	17	16	24	26	20	16	26	10
Tbc1d22b	23	38	23	12	16	16	20	19
Tbc1d22bos	0	0	0	0	0	0	2	0
Tbc1d23	20	6	8	7	10	9	10	14
Tbc1d24	9	4	2	13	5	11	7	8
